id_pedido,data_pedido,categoria,preco,custo_produto,quantidade,metodo_pagamento,dias_de_entrega,retornou,total,frete,idade_do_cliente,nota_avaliacao,estado
O110347,2025-09-06,Vestuário,70.7,33.31,2,Pix,4,Não,134.33,12.56,39,4,SP
O111468,2025-09-06,Esportes,121.3,36.97,1,Pix,3,Não,121.3,8.72,23,5,MG
O114212,2025-09-06,Moradia,258.78,104.2,1,Pix,11,Não,258.78,10.67,34,2,PB
O114591,2025-09-06,Vestuário,22.16,7.26,1,Cartão de Crédito,6,Sim,21.05,4.96,29,4,SC
O114679,2025-09-06,Alimentos,17.93,11.68,1,Cartão de Crédito,7,Não,17.93,5.2,31,5,RS
O115665,2025-09-06,Alimentos,44.32,18.05,1,Cartão de Débito,2,Não,44.32,4.84,50,5,SP
O115780,2025-09-06,Alimentos,99.39,50.01,1,Cartão de Débito,4,Não,94.42,11.42,33,4,RS
O116027,2025-09-06,Vestuário,136.63,89.1,1,Cartão de Débito,10,Não,136.63,12.86,53,1,AP
O117177,2025-09-06,Alimentos,6.97,4.64,1,Cartão de Crédito,4,Não,5.92,04.07,38,5,SP
O117528,2025-09-06,Beleza,10.95,5.12,1,Cartão de Débito,2,Não,10.95,06.08,53,5,MG
O117857,2025-09-06,Esportes,364.06,120.07,3,Pix,7,Não,873.74,11.44,50,5,ES
O118165,2025-09-06,Vestuário,267.97,170.97,1,Cartão de Crédito,6,Não,241.17,9.3,24,4,BA
O119790,2025-09-06,Eletrônicos,989.05,513.07,1,Cartão de Débito,5,Não,989.05,13.89,50,4,SC
O120161,2025-09-06,Alimentos,58.57,39.48,1,Pix,3,Não,46.86,5.9,25,5,SC
O120552,2025-09-06,Vestuário,14.56,9.36,1,Cartão de Débito,2,Não,11.65,03.07,34,5,RJ
O120772,2025-09-06,Alimentos,48.31,22.98,1,Cartão de Débito,2,Não,48.31,6.15,47,5,SP
O121090,2025-09-06,Beleza,12.18,5.33,1,Pix,9,Não,9.74,3.18,43,5,PE
O122665,2025-09-06,Moradia,272.67,146.32,1,Pix,11,Não,259.04,14.8,46,1,PE
O122720,2025-09-06,Brinquedos,05.01,1.84,4,Cartão de Débito,5,Não,20.04,5.47,27,5,DF
O123150,2025-09-06,Alimentos,78.5,24.74,1,Pix,3,Não,70.65,06.08,30,4,MT
O123285,2025-09-06,Beleza,21.78,7.42,1,Pix,4,Não,21.78,04.02,35,5,MG
O124108,2025-09-06,Beleza,8.76,4.67,5,Pix,4,Não,39.42,8.6,20,4,MG
O125368,2025-09-06,Moradia,745.38,284.8,1,Pix,8,Não,670.84,12.72,43,5,CE
O125985,2025-09-06,Beleza,49.11,21.04,1,Pix,4,Não,49.11,8.5,47,3,PR
O126157,2025-09-06,Vestuário,15.39,7.24,1,Cartão de Crédito,4,Não,12.31,04.06,30,4,SC
O126226,2025-09-06,Eletrônicos,1641.42,1009.07,2,Cartão de Crédito,8,Não,3118.7,12.9,32,4,CE
O126875,2025-09-06,Beleza,161.12,61.0,1,Cartão de Débito,6,Não,136.95,10.35,27,5,ES
O127503,2025-09-06,Vestuário,163.94,111.58,1,Cartão de Crédito,1,Não,163.94,9.37,38,5,SP
O127844,2025-09-06,Alimentos,3.41,1.62,1,Cartão de Débito,3,Não,3.41,2.16,26,5,RJ
O128979,2025-09-06,Beleza,52.81,30.52,1,Cartão de Crédito,5,Não,44.89,6.71,52,5,SP
O130037,2025-09-06,Beleza,112.48,57.37,4,Cartão de Crédito,4,Não,427.42,10.7,29,4,RS
O130744,2025-09-06,Vestuário,220.02,97.72,4,Cartão de Débito,1,Não,836.08,11.56,42,5,SP
O132177,2025-09-06,Eletrônicos,704.54,321.13,1,Cartão de Crédito,2,Não,704.54,13.32,29,5,MG
O100715,2025-09-05,Alimentos,35.66,19.93,1,Cartão de Crédito,2,Não,35.66,6.8,18,4,MG
O101013,2025-09-05,Esportes,309.52,109.62,1,Cartão de Crédito,3,Sim,294.04,11.08,37,5,SP
O102226,2025-09-05,Brinquedos,102.21,58.41,1,Pix,5,Não,81.77,5.17,29,4,RS
O102519,2025-09-05,Alimentos,48.91,27.86,1,Cartão de Débito,1,Não,48.91,6.13,18,5,SP
O103461,2025-09-05,Eletrônicos,444.48,172.27,1,Pix,3,Sim,444.48,13.3,18,5,SP
O103649,2025-09-05,Esportes,198.41,61.81,1,Cartão de Crédito,12,Não,198.41,7.48,41,1,PE
O104618,2025-09-05,Vestuário,208.05,108.08,1,Pix,1,Não,187.24,7.32,18,5,RJ
O105019,2025-09-05,Moradia,1314.26,862.16,1,Pix,2,Não,1182.83,13.3,40,4,SP
O105311,2025-09-05,Brinquedos,64.54,44.55,1,Cartão de Crédito,2,Não,64.54,7.49,40,4,MG
O106081,2025-09-05,Brinquedos,46.92,17.72,1,Pix,10,Não,46.92,5.53,43,2,BA
O106514,2025-09-05,Brinquedos,39.61,13.95,1,Cartão de Crédito,1,Não,39.61,7.15,34,4,SP
O106563,2025-09-05,Moradia,100.85,54.49,1,Cartão de Crédito,7,Não,80.68,4.27,18,4,RS
O106705,2025-09-05,Vestuário,23.56,13.14,2,Cartão de Débito,3,Não,47.12,7.69,55,5,SP
O106883,2025-09-05,Alimentos,49.37,29.67,1,Pix,4,Não,49.37,12.16,26,3,SP
O106975,2025-09-05,Eletrônicos,1179.98,637.62,1,Cartão de Crédito,1,Não,1002.98,14.96,23,5,MG
O107445,2025-09-05,Alimentos,7.44,2.68,1,Boleto,2,Não,5.21,0.17,34,5,MG
O107737,2025-09-05,Esportes,305.08,157.96,1,Cartão de Crédito,3,Sim,305.08,7.98,37,5,PR
O108650,2025-09-05,Vestuário,39.71,18.39,1,Cartão de Crédito,7,Não,37.72,5.46,37,5,SC
O109421,2025-09-05,Esportes,156.14,94.22,2,Cartão de Crédito,11,Não,296.67,10.57,35,3,TO
O109890,2025-09-05,Esportes,91.09,54.73,1,Cartão de Débito,4,Não,81.98,10.58,27,5,MG
O111082,2025-09-05,Esportes,194.64,94.25,2,Cartão de Crédito,3,Sim,389.28,10.61,31,5,SP
O111314,2025-09-05,Brinquedos,66.41,33.49,1,Pix,10,Não,63.09,6.8,35,2,CE
O112213,2025-09-05,Alimentos,21.43,10.26,2,Cartão de Crédito,3,Não,42.86,7.89,28,5,SP
O114026,2025-09-05,Vestuário,150.74,95.41,1,Cartão de Débito,3,Não,150.74,6.55,41,5,RJ
O114502,2025-09-05,Vestuário,123.39,44.28,1,Pix,1,Não,123.39,9.75,35,4,SP
O116295,2025-09-05,Moradia,77.39,37.35,3,Pix,2,Não,232.17,9.53,33,5,SP
O116408,2025-09-05,Esportes,983.67,430.8,1,Cartão de Crédito,10,Não,983.67,10.31,22,2,AM
O116759,2025-09-05,Eletrônicos,3261.1,1900.8,1,Pix,8,Não,3261.1,20.16,18,3,PE
O116760,2025-09-05,Moradia,128.66,41.59,2,Cartão de Débito,6,Não,231.59,10.29,28,5,SC
O117020,2025-09-05,Brinquedos,48.11,20.81,1,Pix,3,Não,43.3,06.02,23,5,RJ
O117554,2025-09-05,Vestuário,105.97,40.34,2,Cartão de Crédito,3,Não,211.94,14.63,47,5,SP
O117665,2025-09-05,Alimentos,75.83,23.32,3,Cartão de Crédito,2,Não,227.49,11.65,51,5,SP
O117912,2025-09-05,Brinquedos,9.25,4.37,5,Boleto,3,Não,46.25,6.79,33,4,SP
O118259,2025-09-05,Vestuário,95.81,45.03,1,Cartão de Crédito,1,Não,67.07,6.52,50,5,MG
O118885,2025-09-05,Vestuário,26.93,9.68,1,Cartão de Crédito,4,Não,25.58,5.32,36,3,SC
O119388,2025-09-05,Beleza,122.12,73.65,1,Cartão de Crédito,4,Não,122.12,4.98,29,5,PR
O119918,2025-09-05,Vestuário,120.3,55.02,1,Cartão de Débito,2,Não,108.27,7.2,26,4,SP
O120786,2025-09-05,Esportes,438.39,243.63,3,Cartão de Débito,11,Não,1315.17,11.88,43,1,AL
O120934,2025-09-05,Eletrônicos,1344.74,530.08,1,Boleto,6,Não,1344.74,12.72,32,5,SC
O121036,2025-09-05,Moradia,93.92,45.98,1,Cartão de Débito,3,Não,89.22,8.55,33,5,MG
O121525,2025-09-05,Brinquedos,70.6,21.63,1,Pix,3,Não,63.54,5.95,25,5,RS
O122395,2025-09-05,Esportes,43.36,14.73,1,Cartão de Débito,3,Não,43.36,6.77,22,5,RJ
O122800,2025-09-05,Vestuário,17.55,9.67,1,Pix,3,Não,16.67,4.64,28,5,SP
O122831,2025-09-05,Esportes,361.12,169.15,2,Pix,2,Não,650.02,13.19,24,5,RJ
O123616,2025-09-05,Esportes,1042.68,363.05,1,Cartão de Crédito,10,Não,834.14,15.44,35,1,BA
O124799,2025-09-05,Moradia,67.8,46.63,1,Cartão de Crédito,4,Não,67.8,4.79,28,4,SP
O125388,2025-09-05,Vestuário,34.02,16.13,1,Cartão de Débito,3,Não,34.02,10.16,33,5,SP
O125690,2025-09-05,Eletrônicos,313.66,167.33,1,Pix,5,Não,313.66,10.36,33,4,SP
O126217,2025-09-05,Vestuário,17.85,9.58,1,Cartão de Crédito,4,Não,14.28,3.96,18,4,SP
O126272,2025-09-05,Moradia,432.87,243.67,2,Pix,6,Não,865.74,11.26,18,3,GO
O127931,2025-09-05,Beleza,72.48,34.55,1,Cartão de Crédito,5,Não,68.86,7.38,32,5,SC
O127994,2025-09-05,Vestuário,94.49,37.86,1,Cartão de Crédito,2,Não,75.59,9.2,32,4,MG
O128583,2025-09-05,Beleza,78.39,43.02,1,Pix,3,Não,74.47,8.92,35,5,SP
O129283,2025-09-05,Moradia,295.66,104.89,1,Cartão de Crédito,2,Não,295.66,10.57,24,5,MG
O129438,2025-09-05,Beleza,14.3,5.37,4,Cartão de Débito,1,Não,51.48,9.62,41,5,MG
O129797,2025-09-05,Brinquedos,15.63,10.93,3,Cartão de Débito,3,Não,46.89,8.52,42,5,SP
O130130,2025-09-05,Eletrônicos,277.34,109.92,1,Pix,3,Não,277.34,9.48,39,5,RJ
O130236,2025-09-05,Moradia,853.18,477.51,1,Cartão de Crédito,3,Não,853.18,11.4,35,5,RJ
O131507,2025-09-05,Brinquedos,32.88,15.91,1,Cartão de Crédito,4,Não,32.88,3.46,37,5,RS
O131670,2025-09-05,Vestuário,48.24,17.77,1,Cartão de Débito,4,Não,48.24,7.73,24,3,PR
O132549,2025-09-05,Moradia,203.23,79.11,1,Pix,2,Não,182.91,11.28,21,4,SP
O132824,2025-09-05,Vestuário,88.23,45.03,1,Cartão de Crédito,4,Não,83.82,9.43,21,4,RJ
O133457,2025-09-05,Eletrônicos,447.34,146.12,2,Pix,6,Não,894.68,11.51,32,5,RS
O134058,2025-09-05,Vestuário,39.67,17.16,1,Cartão de Crédito,3,Não,39.67,4.95,44,5,MG
O100756,2025-09-04,Alimentos,76.85,28.16,1,Cartão de Crédito,5,Não,69.16,12.48,54,5,GO
O100806,2025-09-04,Eletrônicos,1256.76,657.06,1,Cartão de Crédito,7,Não,1131.08,13.88,35,4,PR
O102075,2025-09-04,Vestuário,227.05,80.86,1,Cartão de Débito,3,Não,227.05,7.83,28,4,SP
O102314,2025-09-04,Vestuário,192.17,64.93,1,Cartão de Crédito,3,Não,182.56,12.31,41,5,SP
O104894,2025-09-04,Brinquedos,60.04,21.8,2,Cartão de Débito,7,Não,120.08,8.55,36,4,PR
O104915,2025-09-04,Vestuário,138.26,66.16,1,Boleto,4,Não,117.52,7.75,36,3,SP
O106024,2025-09-04,Moradia,1505.11,778.7,5,Cartão de Débito,3,Não,7525.55,24.18,44,5,RS
O107630,2025-09-04,Beleza,50.71,23.88,1,Pix,11,Não,45.64,6.1,30,1,PB
O108109,2025-09-04,Vestuário,44.74,21.55,1,Cartão de Crédito,4,Não,42.5,5.7,21,5,RS
O108559,2025-09-04,Vestuário,72.11,44.73,1,Boleto,5,Não,64.9,7.59,25,3,RJ
O109151,2025-09-04,Esportes,51.13,18.2,2,Cartão de Crédito,3,Não,86.92,09.03,39,5,PR
O109514,2025-09-04,Brinquedos,35.4,23.62,1,Cartão de Crédito,3,Não,35.4,7.32,55,5,RJ
O109571,2025-09-04,Alimentos,66.13,42.7,1,Pix,3,Não,66.13,5.78,29,5,MG
O109834,2025-09-04,Eletrônicos,1214.54,554.41,1,Boleto,9,Não,1153.81,8.41,27,4,PB
O109837,2025-09-04,Moradia,77.42,48.63,1,Pix,2,Não,69.68,5.47,43,5,RJ
O109947,2025-09-04,Brinquedos,32.31,16.64,1,Pix,10,Não,25.85,5.42,55,1,AM
O110121,2025-09-04,Moradia,171.15,112.96,5,Cartão de Crédito,10,Não,812.96,11.22,35,1,PA
O111445,2025-09-04,Vestuário,162.09,56.74,1,Pix,2,Não,162.09,10.27,38,5,SP
O111738,2025-09-04,Beleza,68.4,21.72,1,Cartão de Débito,3,Não,68.4,9.87,49,5,SP
O113671,2025-09-04,Moradia,244.61,125.9,1,Pix,4,Não,220.15,10.43,23,5,SP
O114144,2025-09-04,Vestuário,54.45,30.0,1,Pix,3,Não,54.45,7.34,30,5,SP
O114578,2025-09-04,Alimentos,25.72,15.66,1,Boleto,5,Não,25.72,7.9,47,4,SP
O116146,2025-09-04,Vestuário,30.31,15.71,1,Pix,5,Não,27.28,5.54,44,4,PR
O116187,2025-09-04,Esportes,92.28,35.67,1,Cartão de Crédito,5,Não,83.05,7.96,34,4,SP
O116805,2025-09-04,Vestuário,137.79,59.45,1,Cartão de Crédito,1,Sim,137.79,11.98,30,5,SP
O116906,2025-09-04,Esportes,181.82,59.62,4,Cartão de Débito,5,Não,654.55,14.51,32,4,GO
O117616,2025-09-04,Eletrônicos,1473.88,625.65,2,Cartão de Crédito,2,Não,2947.76,13.99,46,5,SP
O117900,2025-09-04,Eletrônicos,965.62,307.75,1,Cartão de Débito,9,Não,965.62,14.09,38,5,PE
O117985,2025-09-04,Alimentos,18.62,7.44,1,Cartão de Crédito,2,Não,16.76,6.16,31,5,SP
O118867,2025-09-04,Alimentos,41.35,21.75,1,Pix,2,Não,41.35,8.32,44,5,SP
O119115,2025-09-04,Brinquedos,151.66,81.35,1,Pix,6,Não,151.66,7.43,35,4,SC
O120813,2025-09-04,Brinquedos,55.05,34.53,1,Cartão de Débito,3,Não,46.79,6.99,42,5,RS
O122266,2025-09-04,Brinquedos,20.81,14.53,1,Cartão de Débito,3,Não,20.81,4.13,38,5,ES
O122806,2025-09-04,Beleza,43.39,16.24,2,Pix,4,Não,78.1,4.88,36,4,SC
O123010,2025-09-04,Alimentos,10.64,5.46,1,Cartão de Débito,11,Não,09.04,1.6,18,1,CE
O124029,2025-09-04,Vestuário,53.25,30.59,1,Pix,2,Não,53.25,6.88,38,5,SP
O124620,2025-09-04,Alimentos,53.3,16.02,1,Cartão de Débito,4,Sim,50.64,10.18,18,4,SP
O124827,2025-09-04,Brinquedos,6.45,2.76,3,Pix,9,Não,19.35,10.12,45,4,BA
O125068,2025-09-04,Esportes,174.26,81.64,1,Pix,12,Não,148.12,6.6,34,1,CE
O125229,2025-09-04,Esportes,320.81,206.92,2,Pix,10,Não,545.38,10.66,23,1,RR
O125848,2025-09-04,Eletrônicos,493.7,216.52,1,Cartão de Débito,3,Não,444.33,16.05,52,5,RJ
O127251,2025-09-04,Alimentos,87.16,36.89,1,Cartão de Crédito,1,Não,69.73,8.35,23,5,RJ
O127291,2025-09-04,Brinquedos,45.76,25.28,2,Cartão de Débito,9,Não,91.52,10.48,20,5,BA
O128344,2025-09-04,Vestuário,142.52,56.46,1,Cartão de Débito,3,Não,142.52,11.64,33,5,SP
O129104,2025-09-04,Beleza,61.09,19.74,2,Boleto,7,Não,103.85,13.85,18,4,MA
O129234,2025-09-04,Brinquedos,60.35,26.58,1,Cartão de Crédito,4,Não,57.33,6.36,38,5,DF
O130116,2025-09-04,Alimentos,78.62,47.53,1,Cartão de Crédito,4,Não,62.9,9.16,43,5,RJ
O130194,2025-09-04,Moradia,203.19,80.13,1,Pix,10,Não,142.23,13.75,38,2,BA
O131528,2025-09-04,Moradia,182.8,113.03,1,Pix,9,Não,182.8,12.49,31,3,BA
O131747,2025-09-04,Vestuário,16.57,8.7,3,Pix,3,Não,49.71,6.67,23,5,SP
O132171,2025-09-04,Brinquedos,37.67,24.56,1,Cartão de Débito,9,Não,37.67,4.65,18,3,PA
O133102,2025-09-04,Beleza,12.69,5.1,1,Pix,3,Não,11.42,5.92,28,5,MG
O133677,2025-09-04,Eletrônicos,762.08,520.51,2,Cartão de Crédito,11,Não,1524.16,12.77,48,2,PE
O134238,2025-09-04,Beleza,21.88,15.0,1,Cartão de Débito,3,Não,21.88,5.9,19,5,SP
O134283,2025-09-04,Moradia,154.79,102.99,1,Boleto,4,Não,147.05,9.18,48,5,ES
O134339,2025-09-04,Moradia,466.84,286.68,1,Boleto,3,Não,466.84,8.52,44,5,RJ
O100066,2025-09-03,Esportes,491.25,187.21,1,Cartão de Débito,5,Não,417.56,10.24,46,4,SP
O100171,2025-09-03,Alimentos,107.16,33.12,1,Pix,12,Não,107.16,5.97,36,2,PA
O100242,2025-09-03,Esportes,863.56,594.84,1,Cartão de Débito,3,Não,734.03,15.55,27,5,SP
O101153,2025-09-03,Moradia,195.41,132.69,1,Cartão de Débito,4,Não,195.41,8.34,39,4,SP
O102282,2025-09-03,Moradia,46.5,25.45,1,Cartão de Crédito,10,Não,46.5,5.53,32,1,RN
O103064,2025-09-03,Eletrônicos,422.91,237.61,2,Pix,9,Não,845.82,15.6,56,4,RN
O103477,2025-09-03,Moradia,91.63,42.06,4,Cartão de Crédito,6,Não,366.52,11.11,51,5,RS
O104019,2025-09-03,Moradia,1225.54,392.43,4,Cartão de Crédito,5,Não,4657.05,14.42,29,4,PR
O104436,2025-09-03,Eletrônicos,1810.43,573.28,4,Cartão de Crédito,4,Não,7241.72,12.95,30,4,RJ
O104981,2025-09-03,Eletrônicos,464.18,143.28,2,Pix,2,Não,835.52,12.45,26,5,SP
O106038,2025-09-03,Vestuário,47.27,23.77,1,Cartão de Débito,3,Não,42.54,6.86,22,5,SP
O109014,2025-09-03,Esportes,218.49,85.66,1,Boleto,6,Não,207.57,9.8,31,3,PR
O109479,2025-09-03,Esportes,413.18,130.04,3,Pix,8,Não,1239.54,21.1,27,4,BA
O110554,2025-09-03,Eletrônicos,1977.41,1243.0,1,Cartão de Crédito,10,Não,1581.93,13.88,22,2,CE
O111165,2025-09-03,Alimentos,74.5,24.94,1,Cartão de Crédito,14,Não,74.5,10.07,23,2,CE
O111284,2025-09-03,Esportes,138.62,96.73,1,Cartão de Crédito,2,Não,138.62,7.47,23,5,SP
O113157,2025-09-03,Esportes,42.8,26.1,1,Cartão de Crédito,3,Não,42.8,3.59,18,5,MG
O113473,2025-09-03,Vestuário,14.29,6.31,2,Pix,2,Não,28.58,6.37,18,5,SP
O113591,2025-09-03,Vestuário,145.78,59.14,1,Boleto,2,Não,138.49,09.02,49,5,MG
O115627,2025-09-03,Eletrônicos,819.45,248.14,1,Cartão de Crédito,4,Não,819.45,16.23,26,4,RJ
O116416,2025-09-03,Vestuário,24.81,13.7,1,Cartão de Crédito,6,Não,24.81,11.21,32,3,ES
O116757,2025-09-03,Esportes,615.74,253.48,1,Cartão de Débito,2,Não,584.95,12.55,28,5,RJ
O116798,2025-09-03,Vestuário,193.31,79.76,1,Pix,2,Não,193.31,7.39,31,4,SP
O117383,2025-09-03,Brinquedos,07.05,04.09,4,Cartão de Crédito,1,Não,23.97,4.34,19,5,SP
O120086,2025-09-03,Eletrônicos,328.12,203.66,1,Cartão de Crédito,11,Não,278.9,13.14,40,2,BA
O120271,2025-09-03,Vestuário,23.11,12.58,1,Cartão de Débito,6,Não,21.95,08.02,35,3,RS
O122710,2025-09-03,Brinquedos,182.67,118.29,2,Cartão de Crédito,3,Não,292.27,9.9,18,5,SP
O122905,2025-09-03,Eletrônicos,1196.3,521.63,1,Cartão de Débito,3,Não,1136.48,13.15,34,5,SP
O123718,2025-09-03,Eletrônicos,470.74,254.0,1,Pix,5,Não,470.74,7.76,18,5,SC
O124032,2025-09-03,Beleza,50.52,17.15,1,Cartão de Crédito,4,Não,50.52,7.6,43,4,SP
O124253,2025-09-03,Beleza,17.33,6.78,1,Cartão de Crédito,8,Não,13.86,4.31,29,4,PE
O124357,2025-09-03,Moradia,73.08,36.85,1,Pix,5,Não,73.08,12.73,34,4,SC
O124380,2025-09-03,Beleza,6.19,3.91,1,Cartão de Crédito,1,Não,6.19,0.0,27,5,SP
O125258,2025-09-03,Moradia,50.87,27.04,5,Cartão de Débito,5,Não,228.92,13.19,19,4,SP
O125995,2025-09-03,Brinquedos,43.04,15.32,1,Pix,11,Sim,40.89,4.65,18,1,AP
O126482,2025-09-03,Esportes,96.15,42.82,2,Cartão de Crédito,4,Não,134.61,8.38,27,5,RJ
O127551,2025-09-03,Alimentos,89.94,45.67,1,Cartão de Crédito,3,Não,89.94,6.61,40,5,RJ
O127884,2025-09-03,Moradia,74.6,39.62,1,Cartão de Crédito,12,Sim,74.6,7.15,22,2,PE
O128434,2025-09-03,Alimentos,41.99,18.91,1,Pix,8,Não,33.59,4.89,49,3,RN
O129042,2025-09-03,Vestuário,51.11,31.18,1,Cartão de Crédito,11,Não,51.11,06.07,18,3,AP
O129825,2025-09-03,Esportes,245.9,170.7,1,Pix,8,Não,245.9,8.67,18,4,BA
O130096,2025-09-03,Vestuário,206.02,113.15,1,Cartão de Crédito,3,Não,206.02,8.81,18,5,RJ
O130738,2025-09-03,Moradia,560.56,269.46,1,Cartão de Débito,3,Não,560.56,10.18,31,5,SP
O130819,2025-09-03,Moradia,37.57,18.79,1,Cartão de Débito,10,Não,37.57,8.57,32,1,BA
O131838,2025-09-03,Moradia,1137.47,506.6,5,Pix,3,Não,5687.35,13.32,30,5,MG
O132560,2025-09-03,Eletrônicos,182.67,58.05,1,Pix,3,Não,182.67,12.71,19,5,RJ
O133724,2025-09-03,Esportes,289.92,112.93,3,Pix,7,Não,782.78,15.75,18,5,PA
O133845,2025-09-03,Moradia,91.23,45.3,1,Cartão de Débito,2,Não,86.67,10.81,40,4,SP
O133851,2025-09-03,Vestuário,156.18,101.97,1,Boleto,2,Não,124.94,7.87,37,5,MG
O134410,2025-09-03,Esportes,71.88,22.94,1,Cartão de Débito,3,Não,71.88,9.19,30,5,SP
O100131,2025-09-02,Brinquedos,15.4,8.99,3,Boleto,3,Não,46.2,6.66,31,5,MG
O100350,2025-09-02,Alimentos,31.9,11.75,1,Cartão de Crédito,4,Não,31.9,4.9,31,5,SP
O101128,2025-09-02,Alimentos,15.87,9.25,1,Cartão de Crédito,1,Não,15.87,4.41,19,5,SP
O101603,2025-09-02,Moradia,440.28,280.4,1,Cartão de Crédito,1,Não,440.28,14.61,35,5,SP
O101734,2025-09-02,Brinquedos,58.23,18.65,1,Cartão de Crédito,6,Não,58.23,8.32,27,5,PR
O102375,2025-09-02,Eletrônicos,300.57,167.42,2,Cartão de Crédito,10,Sim,601.14,13.76,27,1,BA
O104467,2025-09-02,Vestuário,152.14,66.95,1,Cartão de Crédito,8,Não,144.53,8.47,18,3,RS
O104617,2025-09-02,Moradia,509.53,171.04,1,Pix,14,Não,458.58,13.24,35,2,AM
O105051,2025-09-02,Moradia,150.01,64.88,1,Cartão de Débito,4,Não,135.01,8.34,37,4,RJ
O105929,2025-09-02,Alimentos,31.73,14.59,1,Pix,3,Não,31.73,7.46,45,4,SP
O110154,2025-09-02,Esportes,44.72,21.92,1,Cartão de Crédito,5,Não,44.72,7.14,20,4,DF
O110425,2025-09-02,Esportes,582.75,395.39,1,Pix,4,Não,582.75,15.71,38,5,SP
O110851,2025-09-02,Eletrônicos,1146.49,799.09,1,Cartão de Débito,12,Não,1089.17,13.08,35,1,AM
O111008,2025-09-02,Brinquedos,08.06,3.31,1,Cartão de Débito,2,Não,08.06,6.54,34,5,SP
O112124,2025-09-02,Brinquedos,4.67,1.81,2,Cartão de Débito,14,Não,6.54,2.37,33,1,SE
O112732,2025-09-02,Eletrônicos,179.89,114.09,2,Cartão de Crédito,3,Não,305.81,10.56,34,5,SP
O113293,2025-09-02,Moradia,1478.44,818.28,1,Pix,4,Sim,1478.44,15.91,38,3,ES
O113909,2025-09-02,Vestuário,34.04,19.9,2,Cartão de Crédito,3,Não,68.08,6.78,34,5,MG
O114808,2025-09-02,Beleza,116.48,42.18,3,Pix,14,Não,314.5,14.68,49,1,RR
O115241,2025-09-02,Brinquedos,10.75,3.45,5,Cartão de Débito,2,Não,48.38,7.6,52,5,SP
O116445,2025-09-02,Brinquedos,20.36,7.36,2,Cartão de Débito,1,Não,40.72,11.32,39,5,MG
O117374,2025-09-02,Alimentos,48.61,29.65,4,Pix,9,Não,194.44,12.41,25,5,SE
O118023,2025-09-02,Brinquedos,29.79,13.82,1,Cartão de Crédito,2,Não,25.32,3.49,21,5,MG
O118107,2025-09-02,Alimentos,89.61,36.52,4,Pix,8,Não,358.44,11.76,39,5,RS
O119447,2025-09-02,Eletrônicos,738.85,380.88,1,Pix,4,Não,738.85,11.06,18,3,SC
O119504,2025-09-02,Esportes,398.58,252.22,1,Cartão de Débito,3,Não,398.58,9.66,55,5,RJ
O119966,2025-09-02,Esportes,219.05,101.13,2,Cartão de Débito,4,Não,438.1,19.35,30,5,RS
O120600,2025-09-02,Brinquedos,77.54,23.68,1,Pix,4,Não,77.54,09.06,36,4,RS
O120897,2025-09-02,Esportes,141.19,57.18,1,Pix,13,Não,112.95,7.82,18,1,PA
O121260,2025-09-02,Vestuário,333.45,137.11,1,Pix,2,Não,316.78,7.69,51,5,SP
O122385,2025-09-02,Eletrônicos,832.66,260.23,4,Cartão de Débito,2,Não,3330.64,15.24,33,5,SP
O122510,2025-09-02,Esportes,35.0,21.72,1,Cartão de Débito,10,Não,35.0,5.95,44,2,RN
O122533,2025-09-02,Esportes,622.06,273.69,2,Cartão de Crédito,5,Não,1181.91,17.96,46,4,ES
O122617,2025-09-02,Moradia,874.18,294.92,1,Cartão de Débito,2,Não,743.05,12.47,41,5,RJ
O122863,2025-09-02,Alimentos,7.87,2.95,1,Cartão de Débito,5,Não,7.48,05.03,23,4,RS
O123466,2025-09-02,Vestuário,16.29,10.71,1,Cartão de Crédito,3,Não,16.29,3.87,43,5,SP
O126076,2025-09-02,Beleza,85.61,45.83,1,Cartão de Crédito,4,Não,77.05,9.44,22,5,SP
O127996,2025-09-02,Moradia,95.35,50.61,1,Pix,2,Não,95.35,7.95,34,5,MG
O128046,2025-09-02,Alimentos,23.35,11.03,1,Pix,3,Não,18.68,2.86,32,5,RJ
O128885,2025-09-02,Moradia,69.09,46.09,3,Boleto,7,Não,207.27,9.28,18,5,RS
O128939,2025-09-02,Alimentos,48.81,26.21,1,Cartão de Crédito,2,Não,48.81,7.64,18,5,SP
O129698,2025-09-02,Esportes,85.19,39.71,1,Cartão de Débito,12,Não,59.63,5.85,27,2,RO
O132265,2025-09-02,Moradia,85.27,39.32,1,Cartão de Crédito,9,Não,81.01,11.25,18,4,AP
O133691,2025-09-02,Moradia,107.93,39.99,1,Pix,4,Não,107.93,6.73,25,3,SC
O133743,2025-09-02,Esportes,80.09,38.82,1,Boleto,2,Não,72.08,6.39,18,5,MG
O134276,2025-09-02,Beleza,67.4,43.34,1,Cartão de Débito,3,Não,67.4,5.11,36,5,SP
O100389,2025-09-01,Moradia,50.05,30.66,1,Cartão de Débito,7,Não,42.54,7.62,44,4,PE
O100973,2025-09-01,Vestuário,118.08,37.19,1,Cartão de Débito,4,Não,118.08,9.74,35,3,PR
O101348,2025-09-01,Vestuário,271.91,96.08,3,Pix,1,Não,774.94,13.16,53,5,SP
O102059,2025-09-01,Alimentos,59.22,30.48,1,Cartão de Crédito,12,Não,59.22,9.84,33,1,PA
